drug_name,form,indication,prescription_raw,method
玉液丸,丸剂,益气养血。用于妇女气血不调，经期不准，产后血虚,人参60g、山楂25g、沉香48g、甘草96g、阿胶78g、莲子192g、大腹皮25g、山药126g、川芎72g、枳壳36g、麦冬75g、砂仁87g、紫苏叶75g、艾叶（炒）19g、地黄36g、香附（制）78g、黄芪（制）39g、琥珀25g、黄芩（炒）45g、羌活25g、陈皮（炒）48g、丹参126g、白芍（炒）48g、木香25g、厚朴（制）45g、续断19g、浙贝母66g、肉苁蓉36g、茯苓192g、杜仲（制）78g、菟丝子96g、白术（炒）25g、血余炭25g、沙苑子66g、当归（炒）66g、益母草清膏19g,以上三十六味，除大腹皮、艾叶、益母草清膏、朱砂、琥珀外，其余人参等三十一味粉碎成粗粉；朱砂、琥珀分别水飞或粉碎成细粉；大腹皮、艾叶煎汁，滤过，煎液加黄酒 800g 与益母草清膏混匀，与上述粗粉拌和，蒸半小时，干燥，再与朱砂、琥珀细粉混合后，粉碎成细粉，过筛，混匀，每 100g 粉末加炼蜜 85～100g，制成大蜜丸，即得
左归丸,丸剂,滋肾补阴。用于真阴不足，腰酸膝软，盗汗遗精，神疲口燥,熟地黄 200g 菟丝子 100g 牛膝 75g 龟板胶 100g 鹿角胶 100g 山药 100g 山茱萸 100g 枸杞子 100g,以上八味，除鹿角胶、龟板胶外，其余熟地黄等六味粉碎成细粉，过筛，混匀。取鹿角胶、龟板胶烊化，与上述细粉混匀。每 100g 粉末加炼蜜 10g 与适量的水，泛丸，干燥，即得
右归丸,丸剂,温补肾阳，填精止遗。用于肾阳不足，命门火衰，腰膝酸冷，精神不振，怯寒畏冷，阳痿遗精，大便溏薄，尿频而清,熟地黄240g、附子(炮附片)60g、肉桂60g、山药120g、山茱萸(酒炙)90g、菟丝子120g、鹿角胶120g、枸杞子120g、当归90g、杜仲(盐炒)120g,以上十味，除鹿角胶外，熟地黄等九味粉碎成细粉，过筛，混匀。鹿角胶加白酒炖化。每 100g 粉末加炼蜜 60～80g 与炖化的鹿角胶制成大蜜丸，即得
生化丸,丸剂,养血祛瘀。用于产后受寒恶露不行或行而不畅，夹有血块，小腹冷痛,当归 800g 川芎 300g 桃仁 100g 干姜（炒炭） 50g 甘草 50g,以上五味，除桃仁外，当归等四味粉碎成细粉，混匀，将桃仁捣烂，与上述粉末配研，过筛，混匀。每 100g 粉末加炼蜜 120～130g，制成大蜜丸，即得
生肌玉红膏,膏剂,解毒消肿，生肌止痛。用于疮疡肿痛，乳痈发背，溃烂流脓，浸淫黄水,甘草 60g 白芷 60g 当归 60g 紫草 60g 虫白蜡 210g 血竭 24g 轻粉 24g,以上七味，除血竭、轻粉分别研细，混匀外。甘草、白芷、当归等三味，酌予碎断，用芝麻油 960g 同置锅内炸枯，去渣；将紫草用水湿润，置锅内炸至油呈紫红色，去渣，滤过。另加虫白蜡搅匀，放冷，加入上述粉末搅匀，即得
宁坤养血丸,丸剂,补气和营，养血调经。用于气虚血少，月经不调，经期后延，行经小腹冷痛或经后小腹空痛,人参10g、茯苓28g、白术（麸炒）16g、甘草22g、当归100g、白芍87g、地黄16g、川芎70g、丹参100g、红花69g、柴胡60g、香附（醋炙）100g、厚朴（姜炙）8g、陈皮22g、肉桂8g,以上十五味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 160～180g，制成大蜜丸，即得
半夏天麻丸,丸剂,健脾祛湿，化痰熄风。用于脾虚聚湿生痰，眩晕，头痛，如蒙如裹，胸脘满闷,法半夏360g、天麻180g、黄芪(蜜炙)360g、人参30g、苍术（米泔炙）36g、白术(麸炒)180g、茯苓126g、陈皮360g、泽泻36g、六神曲（麸炒）69g、麦芽（炒）39g、黄柏54g,以上十二味，粉碎成细粉，过筛，混匀。取生姜压榨取汁（每 100g 粉末用生姜 3g），其残渣煎水与汁合并，泛丸，干燥，即得
加味益母草膏,膏剂,养血调经。用于月经不调，血色不正，经水短少及产后瘀血腹痛,益母草清膏 400g 当归 50g 熟地黄 50g 白芍 50g 川芎 50g,以上五味，当归、熟地黄、白芍、川芎加水煎煮二次，每次 3 小时，合并煎液，滤过，滤液浓缩至适量，加入益母草清膏，混匀；另取红糖 1600g，制成转化糖，加入上述浓缩液中，混匀，浓缩至规定的相对密度，即得
孕妇金花丸,丸剂,清热，安胎。用于孕妇头痛，眩晕，口鼻生疮，咽喉肿痛，双目赤肿，牙龈疼痛，或胎动下坠，小腹作痛，心烦不安，口干咽燥，渴喜冷饮，小便短黄等症,栀子(姜制)60g、金银花60g、当归60g、白芍60g、川芎60g、地黄60g、黄芩60g、黄柏60g、黄连30g,以上九味，粉碎成细粉，过筛，混匀，用水泛丸，干燥，即得
孕妇清火丸,丸剂,清火安胎。用于孕妇胎热口干，胸腹灼热，或口舌生疮，咽喉燥痛，或大便秘结，小便黄赤,黄芩80g、知母60g、石斛60g、柴胡60g、地黄80g、薄荷60g、白芍60g、白术(麸炒)60g、甘草30g,以上九味，粉碎成细粉，过筛，混匀。另取竹茹 60g 加水煎煮，滤过，用煎出液泛丸，干燥，即得
百花定喘丸,丸剂,清热化痰，止嗽定喘。用于痰热咳喘，呼吸困难，胸满不畅，咽干口渴,款冬花44g、陈皮88g、麦冬88g、天花粉88g、北沙参44g、石膏44g、五味子44g、桔梗88g、牡丹皮88g、薄荷88g、天冬88g、苦杏仁88g、前胡88g、黄芩88g、百合88g、麻黄88g、紫菀88g,以上十七味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 120～130g 制成大蜜丸，即得
百补增力丸,丸剂,开胃健脾，益气养血。用于肾水不足，脾胃失和引起的自汗盗汗，腰腿疼痛，精神疲倦，劳伤过度，咳嗽咯血，食欲不振，消化不良,六神曲 (麸炒) 160g、麦芽 (炒) 40g、山楂 (炒) 80g、川芎 20g、茯苓 3g、泽泻 3g、棕板 (炭) 10g、荷叶 320g、山茱萸 (酒制) 4g、小蓟 5g、白术 (麸炒) 4g、紫河车 40g、党参 20g、陈皮 160g、苍术 (米泔水炒) 80g、枳壳 (麸炒) 40g、厚朴 (姜制) 40g、甘草 40g、人参 3g、山药 40g、栀子 (姜制) 3g、当归 5g、白茅根 4g、肉桂 3g、黄芪 (蜜炙) 40g、白芍 20g、谷芽 (炒) 40g、法半夏 40g、香附 (醋炒) 40g、鹿角霜 3g、大黄 (炭) 4g、附子 (制) 2g、侧柏叶 (炭) 3g、大蓟 5g、牡丹皮 4g、茜草 4g、黄芩 40g,以上三十七味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 140～160g，制成大蜜丸，即得
地榆槐角丸,丸剂,疏风凉血，泻热润燥。用于脏腑实热，大肠火盛，肠风便血，痔疮漏疮，湿热便秘，肛门肿痛,地榆(炭)72g、槐角(蜜炙)108g、槐花(炒)72g、大黄36g、黄芩72g、地黄72g、当归36g、赤芍36g、红花9g、防风36g、荆芥穗36g、枳壳(麸炒)36g,以上十二味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 140～160g，制成大蜜丸，即得。
至圣保元丸,丸剂,祛风化痰，解热镇惊。用于小儿痰热内闭，外感风寒，身热面赤，咳嗽痰盛，气粗喘促以及风热急惊,胆南星(酒炙)105g、僵蚕(麸炒)30g、全蝎120g、蜈蚣15g、猪牙皂75g、天麻90g、天竺黄60g、青礫石(煅)75g、钩藤75g、羌活105g、防风105g、麻黄75g、薄荷75g、陈皮60g、茯苓60g、甘草60g、琥珀粉47.4g、牛黄47.4g、冰片59.3g、珍珠47.4g、朱砂47.4g,以上二十一味，除牛黄、冰片外，朱砂、珍珠分别水飞或粉碎成极细粉；其余胆南星等十七味粉碎成细粉；将牛黄、冰片研细，与上述粉末配研，过筛，混匀。每 100g 粉末加炼蜜 110 - 130g，制成大蜜丸，即得
当归拈痛丸,丸剂,清热利湿，祛风止痛。用于风湿阻络，骨节疼痛，胸膈不利，或湿热下注，足胫红肿热痛，或溃破流脓水者，疮疡,当归40g、葛根40g、党参40g、苍术(炒)40g、升麻40g、苦参40g、泽泻60g、白术(炒)60g、知母60g、防风60g、羌活100g、黄芩100g、猪苓100g、茵陈100g、甘草100g,以上十五味，粉碎成细粉，过筛，混匀，用水泛丸，干燥，即得
当归补血丸,丸剂,补养气血。用于身体虚弱，气血两亏,当归 160g 黄芪 400g,以上二味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 100 - 130g，制成大蜜丸，或加炼蜜 30 - 40g 与适量水，泛丸，干燥，即得
当归养血丸,丸剂,养血调经。用于气血两虚，月经不调,当归150g、白芍(炒)150g、地黄400g、黄芪(蜜炙)150g、阿胶150g、牡丹皮100g、香附(制)150g、茯苓150g、杜仲(炒)200g、白术(炒)200g,以上十味，除阿胶外，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 35 - 45g，阿胶加水适量溶化与蜜和匀泛丸，干燥；或全部粉碎成细粉，过筛，混匀，每 100g 粉末加炼蜜 80 - 100g，制成大蜜丸，即得
芎菊上清丸,丸剂,清热，散风，止痛。用于外感风热，头痛鼻塞,川芎10g、菊花120g、黄芩60g、白芷40g、桔梗15g、栀子15g、连翘15g、防风15g、蔓荆子(炒)15g、荆芥穗15g、黄连10g、甘草10g、羌活10g、薄荷10g、藁木10g,以上十五味，粉碎成细粉，过筛，混匀，用水泛丸，干燥；或再用滑石粉包衣，打光，干燥，即得
竹沥达痰丸,丸剂,豁除顽痰，清火顺气。用于痰热上壅，咳喘痰多，大便干燥，顽痰胶结，烦闷癫狂,黄芩 200g 半夏(制) 150g 大黄（酒制） 200g 橘红 200g 甘草 100g 沉香 50g,以上六味，粉碎成细粉，过筛，混匀。另取生姜 200g，捣碎，压榨取汁，加鲜竹沥 800ml 混匀，与上述粉末泛丸。用青礞石 100g 加硝石 30g 后水飞成极细粉包衣，干燥，即得
血府逐瘀丸,丸剂,活血祛瘀，行气止痛。用于瘀血内阻，头痛或胸痛，内热瞀闷，失眠多梦，心悸怔忡，急躁善怒,柴胡50g、当归150g、地黄150g、赤芍100g、红花150g、桃仁200g、枳壳(麸炒)100g、甘草50g、川芎75g、牛膝150g、桔梗75g,以上十一味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 110 - 130g，制成大蜜丸，即得
全鹿丸,丸剂,补肾填精，益气培元。用于老年阳虚，腰膝酸软，畏寒肢冷，肾虚尿频，妇女血亏，崩漏带下,全鹿干80g、锁阳(酒炒)40g、党参40g、地黄40g、牛膝40g、熟地黄40g、楮实子40g、菟丝子40g、山药40g、补骨脂(盐水炒)40g、枸杞子(盐水炒)40g、川芎(酒炒)40g、肉苁蓉40g、当归(酒炒)40g、巴戟天40g、甘草(炙)40g、天冬40g、五味子(蒸)40g、麦冬40g、白术(炒)40g、覆盆子40g、杜仲(盐水炒)40g、芡实40g、花椒20g、茯苓40g、陈皮40g、黄芪(炙)40g、小茴香(酒炒)20g、续断(盐水炒)40g、大青盐20g、胡芦巴(酒炒)40g、沉香20g,以上三十二味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 40 - 55g，与适量的水，泛丸，干燥，即得
安坤赞育丸,丸剂,补气养血，调经止带。用于气血两亏和肝肾不足所致之形瘦虚赢，神倦体疲，面黄浮肿，心悸失眠，腰酸腿软，午后低烧，骨蒸潮热，月经不调，崩漏带下，产后虚弱，瘀血腹疼，大便溏薄,香附(醋制)96g、鹿茸24g、阿胶24g、紫河车20g、白芍16g、当归16g、牛膝14g、川牛膝14g、北沙参12g、没药(醋制)12g、天冬11.5g、补骨脂(盐制)11g、龙眼肉10g、茯苓8g、黄柏8g、龟甲8g、锁阳8g、杜仲(盐制)8g、秦艽8g、鳖甲8g、艾叶(炭)8g、白薇8g、延胡索(醋制)8g、山茱萸(酒制)8g、鹿尾7.5g、枸杞子6g、鸡冠花6g、黄芪6g、乳香(醋制)6g、赤石脂(煅)6g、鹿角胶6g、菟丝子4g、肉苁蓉(酒制)6g、鸡血藤4g、寄生4g、琥珀4g、甘草4g、人参2g、乌药3g、丝棉(炭)2g、血余炭2g、白术(麸炒)24g、番红花0.8g、地黄16g、砂仁24g、沉香13g、酸枣仁(炒)16g、续断10g、陈皮14g、橘红8g、川芎12g、泽泻8g、黄芩10g、青蒿6g、远志(制)8g、肉豆蔻(煨)6g、薰本6g、红花4g、柴胡6g、术香2g、紫苏叶5g、熟地黄16g、丹参2g,以上六十三味，除白术、砂仁、地黄、酸枣仁、沉香、陈皮、续断、川芎、橘红、黄芩、泽泻、远志、青蒿、藁本、肉豆蔻、柴胡、红花、紫苏叶、木香、丹参、熟地黄粉碎成粗粉外，其余香附等四十二味，置罐中，加入黄酒 400g，加盖密闭，放高压罐内加热或隔水加热炖至黄酒基本蒸尽，与上述粉末拌匀，干燥，粉碎成细粉，过筛，混匀，每 100g 粉末加炼蜜 110 - 130g，制成大蜜丸，即得
安胎丸,丸剂,养血安胎。用于妊娠血虚，胎动不安，面色淡黄，不思饮食，神疲乏力,当归 200g 川芎（制） 200g 黄芩 200g 白芍（炒） 200g 白术 100g,以上五味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 120 - 130g，制成大蜜丸，即得
妇女痛经丸,丸剂,活血，调经，止痛。用于血瘀凝滞，小腹胀痛，经期腹痛,延胡索(醋制) 300g 五灵脂(醋炒) 300g 丹参 300g 蒲黄(炭) 300g,以上四味，取五灵脂 100g，用水热浸，丹参加水煎煮二次，合并浸液及煎液，滤过，滤液浓缩；将剩余的五灵脂与延胡索、蒲黄粉碎成细粉，过筛，混匀。用上述浓缩液泛丸，干燥，包糖衣，即得
妇宁丸,丸剂,养血调经，顺气通郁。用于月经不调，腰腹疼痛，赤白带下，精神倦怠，饮食减少,益母草600g、党参400g、地黄100g、当归100g、熟地黄100g、陈皮100g、乌药100g、白芍100g、川芎100g、白术(麸炒)100g、香附(醋制)100g、茯苓100g、木香50g、紫苏叶50g、阿胶50g、砂仁50g、黄芩50g、琥珀50g、甘草50g、沉香10g、川牛膝40g,以上二十一味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 120 - 140g，制成大蜜丸，干燥，即得
妇科止带片,片剂,清热燥湿，收敛止带。用于慢性子宫颈炎，子宫内膜炎，阴道粘膜炎等引起的湿热型赤白带症,椿皮 363g 五味子 64g 黄柏 363g 龟板 242g 茯苓 363g 阿胶 120g 山药 363g,以上七味，椿皮加水煎煮二次，每次 2 小时，合并煎液，滤过，滤液浓缩至适量，加乙醇使含醇量约为 50%，静置，滤过。黄柏用 85% 乙醇回流提取三次，每次 1.5 小时，合并提取液，滤过。茯苓用 60% 乙醇、五味子、山药，用 45% 乙醇照流浸膏与浸膏剂项下的渗漉法（附录 11 页）进行渗漉。以上各液分别回收乙醇并浓缩成稠膏。龟板用水浸洗除去肉屑，加水煎煮二次，每次 6 小时，合并煎液，滤过，滤液浓缩成胶状稠膏；滤渣晾干，粉碎成粗粉，用 10% 醋酸浸渍，滤过，滤液蒸干。阿胶用蛤粉炒后粉碎成细粉，过筛，与上述各稠膏及醋酸浸出物混匀，加辅料适量，制成颗粒，干燥，压制成 1000 片，即得
妇科白带膏,膏剂,健脾舒肝，除湿止带。用于脾虚湿盛，白带连绵，腰腿酸痛,白术(炒)200g、苍术65g、党参45g、陈皮100g、山药400g、甘草20g、荆芥100g、车前子60g、柴胡12g、白芍100g,以上十味，加水煎煮三次，每次 3 小时，合并煎液，滤过，滤液浓缩成清膏；取蔗糖 1600g，加枸橼酸 4.8g、水约 2300ml，120℃加热 3 小时，制成转化糖，加碳酸氢钠（约为转化糖量的 0.36%）中和后，加入上述清膏中，混匀，浓缩至相对密度为 1.35 -
妇科回生丸,丸剂,通经化瘀，止痛。用于气虚血亏，瘀血凝滞引起的经期不准，经闭，癥瘕痞块，产后血晕，恶露不尽等症,人参7.5g、白术(麸炒)4.5g、苍术15g、茯苓15g、甘草7.5g、青皮(醋炙)4.5g、陈皮7.5g、熟地黄15g、当归15g、白芍7.5g、川芎15g、桃仁(去皮)15g、红花45g、木香7.5g、香附(醋炙)15g、乌药15g、延胡索(醋炙)15g、三棱(麸炒)7.5g、蒲黄15g、五灵脂(醋炙)7.5g、苏木14.4g、乳香(醋炙)1.5g、没药(醋炙)1.5g、牛膝15g、大黄240g、地榆(炭)7.5g、米醋720g、山茱萸(酒炙)7.5g、黑豆240g、高良姜:1.5g、羌活7.5g、木瓜4.5g,以上三十二味，大黄粉碎成粗粉，红花、苏木、黑豆加水煎煮为浓汁，与米醋、大黄共煎煮成稠膏状，其余人参等二十七味粉碎成粗粉，与上述煎煮的大黄搅匀，干燥，粉碎成细粉，过筛，混匀。每 100g 药粉加炼蜜 125g，制成大蜜丸，即得
妇科金丹,丹剂,调经活血。用于腰酸背痛，肚腹疼痛，饮食不化，呕逆恶心，自汗盗汗,延胡索(醋制)40g、黄芪40g、赤石脂(煅)40g、人参40g、阿胶40g、白薇40g、白芍40g、甘草40g、茯苓40g、没药(制)40g、当归40g、鹿角40g、黄柏40g、松香(制)20g、杜仲(盐制)20g、益母草清膏20g、鸡冠花20g、补骨脂(盐制)10g、乳香(制)10g、锁阳10g、菟丝子10g、小茴香(盐制)5g、血余炭5g、艾叶(炭)5g、益母草150g、陈皮60g、牡丹皮40g、山药40g、川芎40g、熟地黄40g、白芷40g、白术(麸炒)40g、藁本40g、黄芩40g、砂仁40g、红花10g、木香10g、续断10g、青蒿10g、肉桂10g、紫苏叶10g,以上四十一味，将延胡索、黄芪、赤石脂、人参、阿胶、白薇、白芍
