drug_name,form,indication,prescription_raw
山玫胶囊,胶囊剂,益气化瘀。用于冠心病、脑动脉硬化气滞血瘀证，症见胸痛、痛有定处、胸闷憋气，或眩晕、心悸、气短、乏力、舌质紫暗。,山楂叶825g刺玫果620g
山香圆片,片剂,清热解毒，利咽消肿。用于喉痹，乳蛾，咽喉肿痛等症。,山香圆叶3000g
山菊降压片,片剂,平肝潜阳。用于阴虚阳亢所致的头痛眩晕、耳鸣健忘、腰膝酸软、五心烦热、心悸失眠；高血压病见上述证候者。,山楂500g菊花83.3g盐泽泻62.5g夏枯草62.5g小蓟83.3g炒决明子83.3g
山绿茶降压片,片剂,清热泻火，平肝潜阳。用于眩晕耳鸣，头痛头胀，心烦易怒，少寐多梦；高血压、高脂血症见上述证候者。,山绿茶1800g
山楂化滞丸,丸剂,消食导滞。用于饮食不节所致的食积，症见脘腹胀满、纳少饱胀、大便秘结。,山楂500g麦芽100g六神曲100g槟榔50g莱菔子50g牵牛子50g
千金止带丸（大蜜丸）,丸剂,健脾补肾，调经止带。用于脾肾两虚所致的月经不调、带下病，症见月经先后不定期、量多或淋漓不净、色淡无块，或带下量多、色白清稀、神疲乏力、腰膝酸软。,党参50g炒白术50g当归100g白芍50g川芎100g醋香附200g木香50g砂仁50g小茴香（盐炒）50g醋延胡索50g盐杜仲50g续断50g盐补骨脂50g鸡冠花200g青黛50g椿皮（炒）200g煅牡蛎50g
千金止带丸（水丸）,丸剂,健脾补肾，调经止带。用于脾肾两虚所致的月经不调、带下病，症见月经先后不定期、量多或淋漓不净、色淡无块，或带下量多、色白清稀、神疲乏力、腰膝酸软。,党参50g炒白术50g当归100g白芍50g川芎100g醋香附200g木香50g砂仁50g小茴香（盐炒）50g醋延胡索50g盐杜仲50g续断50g盐补骨脂50g鸡冠花200g青黛50g椿皮（炒）200g煅牡蛎50g
千柏鼻炎片,片剂,清热解毒，活血祛风，宣肺通窍。用于风热犯肺、内郁化火、凝滞气血所致的鼻塞、鼻痒气热、流涕黄稠，或持续鼻塞、嗅觉迟钝；急慢性鼻炎、急慢性鼻窦炎见上述证候者。,千里光2424g卷柏404g羌活16g决明子242g麻黄81g川芎8g白芷8g
千柏鼻炎胶囊,胶囊剂,清热解毒，活血祛风，宣肺通窍。用于风热犯肺、内郁化火、凝滞气血所致的鼻塞、鼻痒气热、流涕黄稠，或持续鼻塞、嗅觉迟钝；急慢性鼻炎、急慢性鼻窦炎见上述证候者。,千里光4848g卷柏808g羌活32g决明子484g麻黄162g川芎16g白芷16g
千喜片,片剂,清热解毒，消炎止痛，止泻止痢。用于热毒蕴结所致肠炎、结肠炎、细菌性痢疾和鼻窦炎。,穿心莲2000g千里光2000g
千喜胶囊,胶囊剂,清热解毒，消炎止痛，止泻止痢。用于热毒蕴结所致肠炎、结肠炎、细菌性痢疾和鼻窦炎。,穿心莲2000g千里光2000g
川贝止咳露,露剂,止嗽祛痰。用于风热咳嗽，痰多上气或燥咳。,川贝母5g枇杷叶130.9g百部23.4g前胡14.1g桔梗9.1g桑白皮9.4g薄荷脑0.16g
川贝枇杷糖浆,糖浆剂,清热宣肺，化痰止咳。用于风热犯肺、痰热内阻所致的咳嗽痰黄或咯痰不爽、咽喉肿痛、胸闷胀痛；感冒、支气管炎见上述证候者。,川贝母流浸膏45ml桔梗45g枇杷叶300g薄荷脑0.34g
川贝雪梨膏,膏剂,润肺止咳，生津利咽。用于阴虚肺热，咳嗽，喘促，口燥咽干。,梨清膏400g川贝母50g麦冬100g百合50g款冬花25g
川芎茶调丸,丸剂,疏风止痛。用于外感风邪所致的头痛，或有恶寒、发热、鼻塞。,川芎120g白芷60g羌活60g细辛30g防风45g荆芥120g薄荷240g甘草60g
川芎茶调丸（浓缩丸）,丸剂,疏风止痛。用于外感风邪所致的头痛，或有恶寒、发热、鼻塞。,川芎61.2g白芷30.6g羌活30.6g细辛15.3g防风23g荆芥61.2g薄荷122.4g甘草30.6g
川芎茶调片,片剂,疏风止痛。用于外感风邪所致的头痛，或有恶寒、发热、鼻塞。,川芎240g白芷120g羌活120g细辛60g防风90g荆芥240g薄荷480g甘草120g
川芎茶调袋泡茶,茶剂,疏风止痛。用于外感风邪所致的头痛，或有恶寒、发热、鼻塞。,川芎241.5g白芷120.8g羌活120.8g细辛60.4g防风90.6g荆芥241.5g薄荷483g甘草120.8g
川芎茶调散,散剂,疏风止痛。用于外感风邪所致的头痛，或有恶寒、发热、鼻塞。,川芎120g白芷60g羌活60g细辛30g防风45g荆芥120g薄荷240g甘草60g
川芎茶调颗粒,颗粒剂,疏风止痛。用于外感风邪所致的头痛，或有恶寒、发热、鼻塞。,川芎153.8g白芷76.9g羌活76.9g细辛38.5g防风57.7g荆芥153.8g薄荷307.7g甘草76.9g
女金丸,丸剂,益气养血，理气活血，止痛。用于气血两虚、气滞血瘀所致的月经不调，症见月经提前、月经错后、月经量多、神疲乏力、经水淋漓不净、行经腹痛。,当归140g白芍70g川芎70g熟地黄70g党参55g炒白术70g茯苓70g甘草70g肉桂70g益母草200g牡丹皮70g没药（制）70g醋延胡索70g藁本70g白芷70g黄芩70g白薇70g醋香附150g砂仁50g陈皮140g煅赤石脂70g鹿角霜150g阿胶70g
女金胶囊,胶囊剂,益气养血，理气活血，止痛。用于气血两虚、气滞血瘀所致的月经不调，症见月经提前、月经错后、月经量多、神疲乏力、经水淋漓不净、行经腹痛。,当归89.6g白芍44.8g川芎44.8g熟地黄44.8g党参35.2g麸炒白术44.8g茯苓44.8g甘草44.8g肉桂44.8g益母草128g牡丹皮44.8g醋没药44.8g醋延胡索44.8g藁本44.8g白芷44.8g黄芩44.8g白薇44.8g醋香附96g砂仁32g陈皮89.6g煅赤石脂44.8g鹿角霜96g阿胶44.8g
女珍颗粒,颗粒剂,滋肾，宁心。用于更年期综合征属肝肾阴虚、心肝火旺证者，可改善烘热汗出，五心烦热，心悸，失眠。,女贞子200g墨旱莲200g地黄200g紫草200g炒酸枣仁200g柏子仁166.7g钩藤200g珍珠粉16.7g茯苓200g莲子心50g
小儿七星茶口服液,口服液,开胃消滞，清热定惊。用于小儿积滞化热，消化不良，不思饮食，烦躁易惊，夜寐不安，大便不畅，小便短赤。,薏苡仁417g稻芽417g山楂208g淡竹叶313g钩藤156g蝉蜕52g甘草52g
小儿七星茶颗粒,颗粒剂,开胃消滞，清热定惊。用于小儿积滞化热，消化不良，不思饮食，烦躁易惊，夜寐不安，大便不畅，小便短赤。,薏苡仁893g稻芽893g山楂446g淡竹叶670g钩藤335g蝉蜕112g甘草112g
小儿止咳糖浆,糖浆剂,祛痰，镇咳。用于小儿感冒引起的咳嗽。,甘草流浸膏150ml桔梗流浸膏30ml氯化铵10g橙皮酊20ml
小儿止嗽糖浆,糖浆剂,润肺清热，止嗽化痰。用于小儿痰热内蕴所致的发热、咳嗽、黄痰、咳吐不爽、口干舌燥、腹满便秘、久嗽痰盛。,玄参14g麦冬14g胆南星14g杏仁水12ml焦槟榔10g桔梗10g竹茹10g桑白皮10g天花粉10g川贝母10g瓜蒌子10g甘草10g炒紫苏子7g知母7g紫苏叶油0.02ml
小儿化毒散,散剂,清热解毒，活血消肿。用于热毒内蕴、毒邪未尽所致的口疮肿痛、疮疡溃烂、烦躁口渴、大便秘结。,人工牛黄8g珍珠16g雄黄40g大黄80g黄连40g甘草30g天花粉80g川贝母40g赤芍80g乳香（制）40g没药（制）40g冰片10g
小儿化食口服液,口服液,消食化滞，泻火通便。用于食滞化热所致的积滞，症见厌食、烦躁、恶心呕吐、口渴、脘腹胀满、大便干燥。,六神曲（炒焦）10g焦山楂10g焦麦芽10g焦槟榔10g醋莪术5g三棱（麸炒）5g大黄10g炒牵牛子20g
小儿化食丸,丸剂,消食化滞，泻火通便。用于食滞化热所致的积滞，症见厌食、烦躁、恶心呕吐、口渴、脘腹胀满、大便干燥。,六神曲（炒焦）100g焦山楂100g焦麦芽100g焦槟榔100g醋莪术50g三棱（制）50g牵牛子（炒焦）200g大黄100g
小儿百寿丸,丸剂,清热散风，消食化滞。用于小儿风热感冒、积滞，症见发热头痛、脘腹胀满、停食停乳、不思饮食、呕吐酸腐、咳嗽痰多、惊风抽搐。,钩藤45g炒僵蚕45g胆南星（酒炙）75g天竺黄75g桔梗30g木香75g砂仁45g陈皮75g麸炒苍术75g茯苓30g炒山楂150g六神曲（麸炒）45g炒麦芽45g薄荷45g滑石150g甘草30g朱砂10g牛黄10g
小儿百部止咳糖浆,糖浆剂,清肺，止咳、化痰。用于小儿痰热蕴肺所致的咳嗽、顿咳，症见咳嗽、痰多、痰黄黏稠、咯吐不爽，或痰咳不已、痰稠难出；百日咳见上述证候者。,蜜百部100g苦杏仁50g桔梗50g桑白皮50g麦冬25g知母25g黄芩100g陈皮100g甘草25g制天南星25g枳壳（炒）50g
小儿至宝丸,丸剂,疏风镇惊，化痰导滞。用于小儿风寒感冒，停食停乳，发热鼻塞，咳嗽痰多，呕吐泄泻。,紫苏叶50g广藿香50g薄荷50g羌活50g陈皮50g制白附子50g胆南星50g炒芥子30g川贝母50g槟榔50g炒山楂50g茯苓200g六神曲（炒）200g炒麦芽50g琥珀30g冰片4g天麻50g钩藤50g僵蚕（炒）50g蝉蜕50g全蝎50g人工牛黄6g雄黄50g滑石50g朱砂10g
小儿扶脾颗粒,颗粒剂,健脾胃，助消化。用于小儿脾胃气虚，消化不良，体质消瘦。,白术48g陈皮24g山楂48g党参48g莲子48g茯苓38g
小儿抗痫胶囊,胶囊剂,豁痰熄风，健脾理气。用于原发性全身性强直-阵挛发作型儿童癫痫风痰闭阻证，发作时症见四肢抽搐、口吐涎沫、二目上窜、甚至昏仆。,胆南星80g天麻48g太子参80g茯苓80g水半夏（制）80g橘红48g九节菖蒲120g青果120g琥珀24g沉香24g六神曲（麸炒）80g麸炒枳壳48g川芎48g羌活48g
小儿肝炎颗粒,颗粒剂,清热利湿，解郁止痛。用于肝胆湿热所致的黄疸、胁痛、腹胀、发热、恶心呕吐、食欲减退、身体倦懒、皮肤黄染；黄疸型肝炎或无黄疸型肝炎见上述证候者。,茵陈120g栀子（姜炙）30g黄芩60g黄柏60g焦山楂90g大豆黄卷90g郁金15g通草30g
小儿金丹片,片剂,祛风化痰，清热解毒。用于外感风热，痰火内盛所致的感冒，症见发热、头痛、咳嗽、气喘、咽喉肿痛、呕吐，及高热惊风。,朱砂80g橘红40g川贝母40g胆南星30g前胡30g玄参30g清半夏30g大青叶30g木通30g桔梗30g荆芥穗30g羌活30g西河柳30g地黄30g枳壳（炒）30g赤芍30g钩藤30g葛根20g牛蒡子20g天麻20g甘草20g防风20g冰片10g水牛角浓缩粉10g羚羊角粉5g薄荷脑0.1g
小儿肺咳颗粒,颗粒剂,健脾益肺，止咳平喘。用于肺脾不足，痰湿内壅所致咳嗽或痰多稠黄，咳吐不爽，气短，喘促，动辄汗出，食少纳呆，周身乏力，舌红苔厚；小儿支气管炎见以上证候者。,人参20g茯苓20g白术8g陈皮20g鸡内金20g酒大黄12g鳖甲20g地骨皮23g北沙参39g炙甘草12g青蒿29g麦冬39g桂枝8g干姜8g淡附片8g瓜蒌29g款冬花20g紫菀20g桑白皮23g胆南星8g黄芪20g枸杞子20g
小儿肺热平胶囊,胶囊剂,清热化痰，止咳平喘，镇惊开窍。用于小儿痰热壅肺所致喘嗽，症见喘咳、吐痰黄稠、壮热烦渴、神昏抽搐、舌红苔黄腻。,人工牛黄3.3g地龙55g珍珠3.3g拳参44g牛胆粉11g甘草11g平贝母66g人工麝香0.22g射干55g朱砂0.44g黄连44g黄芩88g羚羊角0.44g北寒水石55g冰片0.44g新疆紫草33g柴胡66g
小儿肺热咳喘口服液,口服液,清热解毒，宣肺化痰。用于热邪犯于肺卫所致发热、汗出、微恶风寒、咳嗽、痰黄，或兼喘息、口干而渴。,麻黄50g苦杏仁100g石膏400g甘草50g金银花167g连翘167g知母167g黄芩167g板蓝根167g麦冬167g鱼腥草167g
小儿泻速停颗粒,颗粒剂,清热利湿，健脾止泻，缓急止痛，用于小儿湿热壅遏大肠所致的泄泻，症见大便稀薄如水样、腹痛、纳差；小儿秋季腹泻及迁延性、慢性腹泻见上述证候者。,地锦草360g儿茶54g乌梅60g焦山楂90g茯苓180g白芍90g甘草360g
小儿泻痢片,片剂,清热利湿，止泻。用于小儿湿热下注所致的痢疾、泄泻，症见大便次数增多或里急后重、下利赤白。,葛根37.5g黄芩62.5g黄连31.3g厚朴62.5g白芍62.5g茯苓62.5g焦山楂62.5g乌梅31.3g甘草12.5g滑石粉75g
小儿宝泰康颗粒,颗粒剂,解表清热，止咳化痰。用于小儿风热外感，症见发热、流涕、咳嗽、脉浮。,连翘416g地黄416g滇柴胡416g玄参208g桑叶208g浙贝母208g蒲公英208g南板蓝根416g滇紫草208g桔梗416g莱菔子416g甘草208g
小儿咽扁颗粒,颗粒剂,清热利咽，解毒止痛。用于小儿肺卫热盛所致的喉痹、乳蛾，症见咽喉肿痛、咳嗽痰盛、口舌糜烂；急性咽炎、急性扁桃腺炎见上述证候者。,金银花109.4g射干62.5g金果榄78.1g桔梗78.1g玄参78.1g麦冬78.1g人工牛黄0.31g冰片0.16g
小儿咳喘灵口服液,口服液,〔规格（1）〕宣肺清热，止咳、祛痰、平喘。用于上呼吸道感染，气管炎，肺炎，咳嗽。〔规格（2）〕宣肺、清热，止咳、祛痰。用于上呼吸道感染引起的咳嗽。,麻黄12.5g金银花125g苦杏仁62.5g板蓝根125g石膏187.5g甘草62.5g瓜蒌62.5g
小儿咳喘颗粒,颗粒剂,清热宣肺，化痰止咳，降逆平喘。用于小儿痰热壅肺所致的咳嗽、发热、痰多、气喘。,麻黄90g川贝母90g苦杏仁（炒）150g黄芩150g天竺黄150g紫苏子（炒）180g僵蚕（炒）180g山楂（炒）180g莱菔子（炒）180g石膏300g鱼腥草360g细辛15g茶叶15g甘草90g桔梗150g
小儿香橘丸,丸剂,健脾和胃，消食止泻。用于脾虚食滞所致的呕吐便泻、脾胃不和、身热腹胀、面黄肌瘦、不思饮食。,木香9g陈皮54g苍术（米泔炒）54g炒白术54g茯苓54g甘草18g白扁豆（去皮）36g麸炒山药36g莲子36g麸炒薏苡仁36g炒山楂36g炒麦芽36g六神曲（麸炒）36g姜厚朴36g麸炒枳实36g醋香附54g砂仁18g法半夏36g泽泻18g
小儿退热合剂（小儿退热口服液）,口服液,疏风解表，解毒利咽。用于小儿外感风热所致的感冒，症见发热恶风、头痛目赤、咽喉肿痛；上呼吸道感染见上述证候者。,大青叶150g板蓝根90g金银花90g连翘90g栀子90g牡丹皮90g黄芩90g淡竹叶60g地龙60g重楼45g柴胡90g白薇60g
小儿退热颗粒,颗粒剂,疏风解表，解毒利咽。用于小儿外感风热所致的感冒，症见发热恶风、头痛目赤、咽喉肿痛；上呼吸道感染见上述证候者。,大青叶300g板蓝根180g金银花180g连翘180g栀子180g牡丹皮180g黄芩180g淡竹叶120g地龙120g重楼90g柴胡180g白薇120g
小儿柴桂退热口服液,口服液,发汗解表，清里退热。用于小儿外感发热。症见：发热，头身痛，流涕，口渴，咽红，溲黄，便干。,柴胡130g桂枝45g葛根130g浮萍45g黄芩60g白芍45g蝉蜕45g
小儿柴桂退热颗粒,颗粒剂,发汗解表，清里退热。用于小儿外感发热。症见发热，头身痛，流涕，口渴，咽红，溲黄，便干。,柴胡260g桂枝90g葛根260g浮萍90g黄芩120g白芍90g蝉蜕90g
小儿热速清口服液,口服液,清热解毒，泻火利咽。用于小儿外感风热所致的感冒，症见高热、头痛、咽喉肿痛、鼻塞流涕、咳嗽、大便干结。,柴胡250g黄芩125g板蓝根250g葛根125g金银花137.5g水牛角62.5g连翘150g大黄62.5g
小儿热速清颗粒,颗粒剂,清热解毒，泻火利咽。用于小儿外感风热所致的感冒，症见高热、头痛、咽喉肿痛、鼻塞流涕、咳嗽、大便干结。,柴胡1250g黄芩625g板蓝根1250g葛根625g金银花687.5g水牛角312.5g连翘750g大黄312.5g
小儿热速清糖浆,糖浆剂,清热解毒，泻火利咽。用于小儿外感风热所致的感冒，症见高热、头痛、咽喉肿痛、鼻塞流涕、咳嗽、大便干结。,柴胡250g黄芩125g葛根125g水牛角62.5g金银花187.5g板蓝根250g连翘150g大黄62.5g
小儿消食片,片剂,消食化滞，健脾和胃。用于食滞肠胃所致积滞，症见食少、便秘、脘腹胀满、面黄肌瘦。,炒鸡内金4.7g山楂93.3g六神曲（炒）85.5g炒麦芽85.5g槟榔23.3g陈皮7.8g
小儿消积止咳口服液,口服液,清热肃肺，消积止咳。用于小儿饮食积滞、痰热蕴肺所致的咳嗽、夜间加重、喉间痰鸣、腹胀、口臭。,炒山楂100g槟榔100g枳实100g蜜枇杷叶100g瓜蒌134g炒莱菔子100g炒葶苈子100g桔梗100g连翘100g蝉蜕66g
小儿豉翘清热颗粒,颗粒剂,疏风解表，清热导滞。用于小儿风热感冒夹滞证，症见发热咳嗽，鼻塞流涕，咽红肿痛，纳呆口渴，脘腹胀满，便秘或大便酸臭，溲黄。,连翘444g淡豆豉333g薄荷222g荆芥222g炒栀子189g大黄189g青蒿333g赤芍222g槟榔167g厚朴333g黄芩333g半夏333g柴胡222g甘草189g
小儿惊风散,散剂,镇惊熄风。用于小儿惊风，抽搐神昏。,全蝎130g炒僵蚕224g雄黄40g朱砂60g甘草60g
小儿清肺止咳片,片剂,清热解表，止咳化痰。用于小儿外感风热、内闭肺火所致的身热咳嗽、气促痰多、烦躁口渴、大便干燥。,紫苏叶15g菊花30g葛根45g川贝母45g炒苦杏仁45g枇杷叶60g炒紫苏子15g蜜桑白皮45g前胡45g射干30g栀子（姜炙）45g黄芩45g知母45g板蓝根45g人工牛黄15g冰片8g
小儿清肺化痰口服液,口服液,清热化痰，止咳平喘。用于小儿风热犯肺所致的咳嗽，症见呼吸气促、咳嗽痰喘、喉中作响。,麻黄90g前胡225g黄芩225g炒紫苏子225g石膏675g炒苦杏仁225g葶苈子279g竹茹225g
小儿清热止咳合剂（小儿清热止咳口服液）,口服液,清热宣肺，平喘，利咽。用于小儿外感风热所致的感冒，症见发热恶寒、咳嗽痰黄、气促喘息、口干音哑、咽喉肿痛。,麻黄90g炒苦杏仁120g石膏270g甘草90g黄芩180g板蓝根180g北豆根90g
