drug_name,form,indication
小活络丸,丸剂,祛风散寒，化痰除湿，活血止痛。用于风寒湿邪闭阻、痰瘀阻络所致的痹病，症见肢体关节疼痛，或冷痛，或刺痛，或疼痛夜甚、关节屈伸不利、麻木拘挛。
小柴胡片,片剂,解表散热，疏肝和胃。用于外感病，邪犯少阳证，症见寒热往来、胸胁苦满、食欲不振、心烦喜呕、口苦咽干。
小柴胡泡腾片,片剂,解表散热，疏肝和胃。用于外感病邪犯少阳证，症见寒热往来、胸胁苦满、食欲不振、心烦喜呕、口苦咽干。
小柴胡胶囊,胶囊剂,解表散热，疏肝和胃。用于外感病，邪犯少阳症，症见寒热往来、胸胁苦满、食欲不振、心烦喜呕、口苦咽干。
小柴胡颗粒,颗粒剂,解表散热、疏肝和胃。用于外感病，邪犯少阳证，症见寒热往来、胸胁苦满、食欲不振、心烦喜呕、口苦咽干。
马应龙八宝眼膏,膏剂,清热退赤，止痒去翳。用于风火上扰所致的眼睛红肿痛痒、流泪、眼睑红烂；沙眼见上述证候者。
马应龙麝香痔疮膏,膏剂,清热燥湿，活血消肿，去腐生肌。用于湿热瘀阻所致的各类痔疮、肛裂，症见大便出血，或疼痛、有下坠感；亦用于肛周湿疹。
马钱子散,散剂,祛风湿，通经络。用于风湿闭阻所致的痹病，症见关节疼痛、臂痛腰痛、肢体肌肉萎缩。
开光复明丸,丸剂,清热散风，退翳明目。用于肝胆热盛引起的暴发火眼、红肿痛痒、眼睑赤烂、云翳气蒙、羞明多眵。
开胃山楂丸,丸剂,行气健脾，消食导滞。用于饮食积滞所致的脘腹胀满、食后疼痛；消化不良见上述证候者。
开胃健脾丸,丸剂,健脾和胃。用于脾胃虚弱、中气不和所致的泄泻、痞满，症见食欲不振、嗳气吞酸、腹胀泄泻；消化不良见上述证候者。
开胸顺气丸,丸剂,消积化滞，行气止痛。用于气郁食滞所致的胸胁胀满、胃脘疼痛、嗳气呕恶、食少纳呆。
开胸顺气胶囊,胶囊剂,消积化滞，行气止痛。用于气郁食滞所致的胸胁胀满、胃脘疼痛、嗳气呕恶、食少纳呆。
天王补心丸,丸剂,滋阴养血，补心安神。用于心阴不足，心悸健忘，失眠多梦，大便干燥。
天王补心丸（浓缩丸）,丸剂,滋阴养血，补心安神。用于心阴不足，心悸健忘，失眠多梦，大便干燥。
天丹通络片,片剂,活血通络，熄风化痰。用于中风中经络，风痰瘀血痹阻脉络证，症见半身不遂、偏身麻木、口眼歪斜、语言謇涩；脑梗死急性期、恢复早期见上述证候者。
天丹通络胶囊,胶囊剂,活血通络，熄风化痰。用于中风中经络，风痰瘀血痹阻脉络证，症见半身不遂、偏身麻木、口眼歪斜、语言謇涩；脑梗死急性期、恢复早期见上述证候者。
天和追风膏,膏剂,温经散寒，祛风除湿，活血止痛。用于风寒湿闭阻、瘀血阻络所致的痹病，症见关节疼痛，局部畏风寒，腰背痛，屈伸不利，四肢麻木。
天菊脑安胶囊,胶囊剂,平肝熄风，活血化瘀。用于肝风夹瘀证的偏头痛，症见头部胀痛、刺痛、跳痛、痛有定处、反复发作、或伴有头晕目眩、或烦躁易怒、或恶心呕吐，舌暗红或有瘀斑，脉弦。
天麻丸,丸剂,祛风除湿，通络止痛，补益肝肾。用于风湿瘀阻、肝肾不足所致的痹病，症见肢体拘挛、手足麻木、腰腿酸痛。
天麻头痛片,片剂,养血祛风，散寒止痛。用于外感风寒、瘀血阻滞或血虚失养所致的偏正头痛、恶寒、鼻塞。
天麻钩藤颗粒,颗粒剂,平肝熄风，清热安神。用于肝阳上亢所引起的头痛、眩晕、耳鸣、眼花、震颤、失眠；高血压见上述证候者。
天麻首乌片,片剂,滋阴补肾，养血息风。用于肝肾阴虚所致的头晕目眩、头痛耳鸣、口苦咽干、腰膝酸软、脱发、白发；脑动脉硬化、早期高血压、血管神经性头痛、脂溢性脱发见上述证候者。
天麻祛风补片,片剂,温肾养肝，祛风止痛。用于肝肾亏损、风湿入络所致的痹病，症见头晕耳鸣、关节疼痛、腰膝酸软、畏寒肢冷、手足麻木。
天麻醒脑胶囊,胶囊剂,滋补肝肾，平肝息风，通络止痛。用于肝肾不足，肝风上扰所致头痛，头晕，记忆力减退，失眠，反应迟钝，耳鸣，腰酸。
天紫红女金胶囊,胶囊剂,益气养血，补肾暖宫。用于气血两亏，肾虚宫冷，月经不调，崩漏带下，腰膝冷痛，宫冷不孕。
天智颗粒,颗粒剂,平肝潜阳，补益肝肾，益智安神。用于肝阳上亢的中风引起的头晕目眩，头痛失眠、烦躁易怒、口苦咽干、腰膝酸软、智能减退、思维迟缓、定向性差；轻中度血管性痴呆属上述证候者。
天舒片,片剂,活血平肝，通络止痛。用于瘀血阻络或肝阳上亢所致的头痛日久、痛有定处，或头晕胁痛、失眠烦躁、舌质暗或有瘀斑；血管神经性头痛，紧张性头痛，高血压头痛见上述证候者。
天舒胶囊,胶囊剂,活血平肝，通络止痛。用于瘀血阻络或肝阳上亢所致的头痛日久、痛有定处，或头晕胁痛、失眠烦躁、舌质暗或有瘀斑；血管神经性头痛，紧张性头痛，高血压头痛见上述证候者。
元胡止痛口服液,口服液,理气，活血，止痛。用于气滞血瘀的胃痛，胁痛，头痛及痛经。
元胡止痛片,片剂,理气，活血，止痛。用于气滞血瘀的胃痛，胁痛，头痛及痛经。
元胡止痛软胶囊,软胶囊,理气，活血，止痛。用于气滞血瘀的胃痛，胁痛，头痛及痛经。
元胡止痛胶囊,胶囊剂,理气，活血，止痛。用于气滞血瘀的胃痛，胁痛，头痛及痛经。
元胡止痛颗粒,颗粒剂,理气，活血，止痛。用于气滞血瘀的胃痛，胁痛，头痛及痛经。
元胡止痛滴丸,滴丸,理气，活血，止痛。用于气滞血瘀的胃痛，胁痛，头痛及痛经。
无比山药丸,丸剂,健脾补肾。用于脾肾两虚，食少肌瘦，腰膝酸软，目眩耳鸣。
无烟灸条,贴膏剂,行气血，逐寒湿。用于风寒湿痹，肌肉酸麻，关节四肢疼痛，脘腹冷痛。
云香祛风止痛酊,酊剂,祛风除湿，活血止痛。用于风湿骨痛，伤风感冒，头痛，肚痛，心胃气痛，冻疮。
木瓜丸,丸剂,祛风散寒，除湿通络。用于风寒湿闭阻所致的痹病，症见关节疼痛、肿胀、屈伸不利、局部畏恶风寒、肢体麻木、腰膝酸软。
木香分气丸,丸剂,宽胸消胀，理气止呕。用于肝郁气滞、脾胃不和所致的胸膈痞闷、两胁胀满、胃脘疼痛、倒饱嘈杂、恶心呕吐、嗳气吞酸。
木香顺气丸,丸剂,行气化湿，健脾和胃。用于湿浊中阻、脾胃不和所致的胸膈痞闷、脘腹胀痛、呕吐恶心、嗳气纳呆。
木香槟榔丸,丸剂,行气导滞，泻热通便。用于湿热内停，赤白痢疾，里急后重，胃肠积滞，脘腹胀痛，大便不通。
五子衍宗丸,丸剂,补肾益精。用于肾虚精亏所致的阳痿不育、遗精早泄、腰痛、尿后余沥。
五子衍宗片,片剂,补肾益精。用于肾虚精亏所致的阳痿不育、遗精早泄、腰痛、尿后余沥。
五加生化胶囊,胶囊剂,益气养血、活血祛瘀。用于经期及人流术后、产后气虚血瘀所致阴道流血，血色紫暗或有血块，小腹疼痛按之不减，腰背酸痛、自汗、心悸气短、舌淡、兼见瘀点、脉沉弱。
五灵胶囊,胶囊剂,疏肝健脾活血。用于慢性乙型肝炎肝郁脾虚挟瘀证，症见纳呆、腹胀嗳气、胁肋胀痛、疲乏无力。
五苓胶囊,胶囊剂,温阳化气，利湿行水。用于膀胱化气不利，水湿内聚引起的小便不利，水肿腹胀，呕逆泄泻，渴不思饮。
五苓散,散剂,温阳化气，利湿行水。用于阳不化气、水湿内停所致的水肿，症见小便不利、水肿腹胀、呕逆泄泻、渴不思饮。
五虎散,散剂,活血散瘀，消肿止痛。用于跌打损伤，瘀血肿痛。
五味子颗粒,颗粒剂,益气生津，补肾宁心。用于心肾不足所致的失眠、多梦、头晕；神经衰弱症见上述证候者。
五味子糖浆,糖浆剂,益气生津，补肾宁心。用于心肾不足所致的失眠、多梦、头晕；神经衰弱症见上述证候者。
五味沙棘散,散剂,清热祛痰，止咳定喘。用于肺热久嗽，喘促痰多，胸中满闷，胸胁作痛；慢性支气管炎见上述证候者。
五味清浊散,散剂,开郁消食，暖胃。用于食欲不振，消化不良，胃脘冷痛，满闷嗳气，腹胀泄泻。
五味麝香丸,丸剂,消炎，止痛，祛风。用于扁桃体炎，咽峡炎，流行性感冒，炭疽病，风湿性关节炎，神经痛，胃痛，牙痛。
五黄养阴颗粒,颗粒剂,燥湿化痰、益气养阴。用于消渴病属痰湿内滞、气阴两虚证，症见口渴喜饮，多食善饥，尿频尿多，头身困重，呕恶痰涎，倦怠乏力，气短懒言，自汗盗汗，心悸失眠，形体肥胖，咽燥口干，心烦畏热，溲赤便秘。
五福化毒丸,丸剂,清热解毒，凉血消肿。用于血热毒盛，小儿疮疖，痱毒，咽喉肿痛，口舌生疮，牙龈出血，痄腮。
五福化毒片,片剂,清热解毒，凉血消肿。用于血热毒盛，小儿疮疖，痱毒，咽喉肿痛，口舌生疮，牙龈出血，痄腮。
比拜克胶囊,胶囊剂,清热、解毒、通便。用于外感病气分热盛，发热烦躁，头痛目赤，牙龈肿痛，大便秘结。
牙痛一粒丸,丸剂,解毒消肿，杀虫止痛。用于火毒内盛所致的牙龈肿痛、龋齿疼痛。
止血定痛片,片剂,散瘀，止血，止痛。用于十二指肠溃疡疼痛、胃酸过多、出血属血瘀证者。
止血复脉合剂,口服液,止血祛瘀，滋阴复脉。用于上消化道出血量多，症见烦躁或神志淡漠、肢冷、汗出、脉弱无力。可作为失血性休克的辅助治疗药物。
止红肠辟丸,丸剂,清热凉血，养血止血。用于血热所致的肠风便血、痔疮下血。
止咳宝片,片剂,宣肺祛痰，止咳平喘。用于外感风寒所致的咳嗽、痰多清稀、咳甚而喘；慢性支气管炎、上呼吸道感染见上述证候者。
止咳喘颗粒,颗粒剂,止咳，平喘，祛痰。用于支气管炎，咳喘，痰多，痰稠，感冒咳嗽，肺痈吐脓，胸满胁痛。
止咳橘红口服液,口服液,清肺，止咳，化痰。用于痰热阻肺引起的咳嗽痰多、胸满气短、咽干喉痒。
止咳橘红丸,丸剂,清肺，止咳，化痰。用于痰热阻肺引起的咳嗽痰多、胸满气短、咽干喉痒。
止喘灵注射液,注射剂,宣肺平喘，祛痰止咳。用于痰浊阻肺、肺失宣降所致的哮喘、咳嗽、胸闷、痰多；支气管哮喘、喘息性支气管炎见上述证候者。
止痢宁片,片剂,清热祛湿，行气止痛。用于肠炎；痢疾，表现为腹痛泻泄，下痢脓血，肛门灼热，里急后重者。
止痛化癥片,片剂,益气活血，散结止痛。用于气虚血瘀所致的月经不调、痛经、癥瘕，症见行经后错、经量少、有血块、经行小腹疼痛、腹有癥块；慢性盆腔炎见上述证候者。
止痛化癥胶囊,胶囊剂,益气活血，散结止痛。用于气虛血瘀所致的月经不调、痛经、癥瘕，症见行经后错、经量少、有血块、经行小腹疼痛、腹有癥块；慢性盆腔炎见上述证候者。
止痛紫金丸,丸剂,舒筋活血，消瘀止痛。用于跌打损伤，闪腰岔气，瘀血作痛，筋骨疼痛。
止嗽定喘口服液,口服液,辛凉宣泄，清肺平喘。用于表寒里热，身热口渴，咳嗽痰盛，喘促气逆，胸膈满闷；急性支气管炎见上述证候者。
少阳感冒颗粒,颗粒剂,解表散热，和解少阳。用于外感病邪犯少阳证，症见寒热往来、胸胁苦满、食欲不振、心烦喜呕、口苦咽干。
少林风湿跌打膏,膏剂,散瘀活血，舒筋止痛，祛风散寒。用于跌打损伤、风湿痹病，症见伤处瘀肿疼痛、腰肢酸麻。
少腹逐瘀丸,丸剂,温经活血，散寒止痛。用于寒凝血瘀所致的月经后期、痛经、产后腹痛，症见行经后错、行经小腹冷痛、经血紫暗、有血块、产后小腹疼痛喜热、拒按。
中风回春丸,丸剂,活血化瘀，舒筋通络。用于痰瘀阻络所致的中风，症见半身不遂、肢体麻木、言语謇涩、口舌歪斜。
中风回春片,片剂,活血化瘀，舒筋通络。用于痰瘀阻络所致的中风，症见半身不遂、肢体麻木、言语謇涩、口舌歪斜。
中华跌打丸,丸剂,消肿止痛，舒筋活络，止血生肌，活血祛瘀。用于挫伤筋骨，新旧瘀痛，创伤出血，风湿瘀痛。
贝羚胶囊,胶囊剂,清热化痰，止咳平喘。用于痰热阻肺，气喘咳嗽；小儿肺炎、喘息性支气管炎及成人慢性支气管炎见上述证候者。
内消瘰疬片,片剂,化痰，软坚，散结。用于痰湿凝滞所致的瘰疬，症见皮下结块、不热不痛。
午时茶胶囊,胶囊剂,祛风解表，化湿和中。用于外感风寒、内伤食积证，症见恶寒发热、头痛身楚、胸脘满闷、恶心呕吐、腹痛腹泻。
午时茶颗粒,颗粒剂,祛风解表，化湿和中。用于外感风寒、内伤食积证，症见恶寒发热、头痛身楚、胸脘满闷、恶心呕吐、腹痛腹泻。
牛黄上清丸,丸剂,清热泻火，散风止痛。用于热毒内盛、风火上攻所致的头痛眩晕、目赤耳鸣、咽喉肿痛、口舌生疮、牙龈肿痛、大便燥结。
牛黄解毒片,片剂,清热解毒。用于火热内盛，咽喉肿痛，牙龈肿痛，口舌生疮，目赤肿痛。
牛黄解毒软胶囊,软胶囊,清热解毒。用于火热内盛，咽喉肿痛，牙龈肿痛，口舌生疮，目赤肿痛。
牛黄解毒胶囊,胶囊剂,清热解毒。用于火热内盛，咽喉肿痛，牙龈肿痛，口舌生疮，目赤肿痛。
牛黄消炎片,片剂,清热解毒，消肿止痛。用于热毒蕴结所致的咽喉肿痛、疔、痈、疮疖。
牛黄蛇胆川贝液,口服液,清热、化痰、止咳。用于热痰、燥痰咳嗽，症见咳嗽、痰黄或干咳、咯痰不爽。
牛黄清心丸（局方）,丸剂,清心化痰，镇惊祛风。用于风痰阻窍所致的头晕目眩、痰涎壅盛、神志混乱、言语不清及惊风抽搐、癫痫。
牛黄清宫丸,丸剂,清热解毒，镇惊安神，止渴除烦。用于热入心包、热盛动风证，症见身热烦躁、昏迷、舌赤唇干、谵语狂躁、头痛眩晕、惊悸不安及小儿急热惊风。
牛黄清感胶囊,胶囊剂,疏风解表，清热解毒。用于外感风热，内郁化火所致的感冒发热，咳嗽，咽痛。
牛黄解毒丸,丸剂,清热解毒。用于火热内盛，咽喉肿痛，牙龈肿痛，口舌生疮，目赤肿痛。
牛黄解毒片,片剂,清热解毒。用于火热内盛，咽喉肿痛，牙龈肿痛，口舌生疮，目赤肿痛。
牛黄解毒软胶囊,软胶囊,清热解毒。用于火热内盛，咽喉肿痛，牙龈肿痛，口舌生疮，目赤肿痛。
牛黄解毒胶囊,胶囊剂,清热解毒。用于火热内盛，咽喉肿痛，牙龈肿痛，口舌生疮，目赤肿痛。
牛黄镇惊丸,丸剂,镇惊安神，祛风豁痰。用于小儿惊风，高热抽搐，牙关紧闭，烦躁不安。
气痛丸,丸剂,行气止痛，健胃消滞。用于气机阻滞，脘腹胀痛。
气滞胃痛片,片剂,舒肝理气，和胃止痛。用于肝郁气滞，胸痞胀满，胃脘疼痛。
